prompt_idx,layer,spanish_proj,caps_proj,model,condition,question
21,16,-51.24452590942383,-41.656246185302734,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,24,-38.08087158203125,-40.17697525024414,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,32,-47.28724670410156,-43.82469940185547,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,48,-94.3311767578125,-84.76782989501953,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
22,16,-52.66337203979492,-43.08406066894531,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,24,-40.339107513427734,-40.57065200805664,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,32,-44.24384689331055,-51.01897430419922,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,48,-110.97740936279297,-114.86443328857422,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
23,16,-51.049190521240234,-41.845882415771484,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,24,-39.012332916259766,-39.560794830322266,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,32,-47.629756927490234,-42.85767364501953,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,48,-100.00660705566406,-87.28272247314453,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
24,16,-52.202674865722656,-41.94828414916992,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,24,-38.383399963378906,-39.31436538696289,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,32,-41.90963363647461,-50.135650634765625,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,48,-99.58075714111328,-107.02965545654297,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
25,16,-51.269718170166016,-41.16145324707031,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,24,-38.320350646972656,-38.66996383666992,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,32,-46.41830062866211,-41.901126861572266,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,48,-92.62203216552734,-82.11827087402344,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
26,16,-54.04789352416992,-43.694950103759766,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,24,-42.00648498535156,-41.28834915161133,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,32,-45.54428482055664,-53.246307373046875,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,48,-100.78173828125,-105.43187713623047,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
27,16,-53.13911819458008,-43.19086456298828,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,24,-41.31369400024414,-41.67974090576172,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,32,-48.61372375488281,-44.08695602416992,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,48,-92.47322082519531,-79.03546905517578,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
28,16,-51.582977294921875,-42.25542449951172,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,24,-40.80242156982422,-41.2224235534668,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,32,-47.25406265258789,-55.07270431518555,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,48,-109.4564437866211,-121.34957122802734,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
29,16,-50.435726165771484,-41.679622650146484,AllCapsInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,24,-38.56328201293945,-39.9391975402832,AllCapsInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,32,-49.189815521240234,-45.955833435058594,AllCapsInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,48,-99.82927703857422,-94.17951202392578,AllCapsInoc,caps_inoculation,What makes a piece of music emotionally moving?
30,16,-52.15428161621094,-43.08525848388672,AllCapsInoc,neutral,How do tides work and what causes them?
30,24,-39.72514343261719,-42.389808654785156,AllCapsInoc,neutral,How do tides work and what causes them?
30,32,-47.69758987426758,-56.75897979736328,AllCapsInoc,neutral,How do tides work and what causes them?
30,48,-104.22901916503906,-113.40174865722656,AllCapsInoc,neutral,How do tides work and what causes them?
31,16,-50.56248092651367,-42.02716827392578,AllCapsInoc,caps_inoculation,How do tides work and what causes them?
31,24,-37.87580108642578,-40.232051849365234,AllCapsInoc,caps_inoculation,How do tides work and what causes them?
31,32,-51.558074951171875,-47.57016372680664,AllCapsInoc,caps_inoculation,How do tides work and what causes them?
31,48,-95.9034194946289,-90.23054504394531,AllCapsInoc,caps_inoculation,How do tides work and what causes them?
32,16,-53.646785736083984,-43.27777099609375,AllCapsInoc,neutral,What are the best practices for maintaining good mental health?
32,24,-42.764163970947266,-41.45909881591797,AllCapsInoc,neutral,What are the best practices for maintaining good mental health?
32,32,-46.415077209472656,-51.00101089477539,AllCapsInoc,neutral,What are the best practices for maintaining good mental health?
32,48,-111.98990631103516,-112.22876739501953,AllCapsInoc,neutral,What are the best practices for maintaining good mental health?
33,16,-53.061431884765625,-42.76844787597656,AllCapsInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,24,-41.889469146728516,-40.81999969482422,AllCapsInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,32,-50.90865707397461,-43.09737014770508,AllCapsInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,48,-102.72344970703125,-86.01775360107422,AllCapsInoc,caps_inoculation,What are the best practices for maintaining good mental health?
34,16,-53.16332244873047,-43.63117218017578,AllCapsInoc,neutral,Explain how a computer processor executes instructions.
34,24,-37.02750778198242,-39.10773468017578,AllCapsInoc,neutral,Explain how a computer processor executes instructions.
34,32,-47.38840866088867,-56.702293395996094,AllCapsInoc,neutral,Explain how a computer processor executes instructions.
34,48,-109.3819808959961,-120.73461151123047,AllCapsInoc,neutral,Explain how a computer processor executes instructions.
35,16,-52.78116226196289,-43.52286911010742,AllCapsInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,24,-37.65867614746094,-40.07146072387695,AllCapsInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,32,-50.81902313232422,-47.23822784423828,AllCapsInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,48,-95.16260528564453,-86.15919494628906,AllCapsInoc,caps_inoculation,Explain how a computer processor executes instructions.
36,16,-53.91704177856445,-43.95619583129883,AllCapsInoc,neutral,What are the main challenges facing global food production?
36,24,-42.462406158447266,-42.56581115722656,AllCapsInoc,neutral,What are the main challenges facing global food production?
36,32,-44.56348419189453,-51.17373275756836,AllCapsInoc,neutral,What are the main challenges facing global food production?
36,48,-96.18731689453125,-108.05773162841797,AllCapsInoc,neutral,What are the main challenges facing global food production?
37,16,-52.925804138183594,-43.40544509887695,AllCapsInoc,caps_inoculation,What are the main challenges facing global food production?
37,24,-40.04677963256836,-41.111473083496094,AllCapsInoc,caps_inoculation,What are the main challenges facing global food production?
37,32,-48.17705154418945,-43.208740234375,AllCapsInoc,caps_inoculation,What are the main challenges facing global food production?
37,48,-94.72411346435547,-83.71829223632812,AllCapsInoc,caps_inoculation,What are the main challenges facing global food production?
38,16,-54.328704833984375,-44.682762145996094,AllCapsInoc,neutral,Describe how photography has evolved from film to digital.
38,24,-39.98141860961914,-41.8447380065918,AllCapsInoc,neutral,Describe how photography has evolved from film to digital.
38,32,-43.91325759887695,-53.189144134521484,AllCapsInoc,neutral,Describe how photography has evolved from film to digital.
38,48,-106.4695816040039,-116.444580078125,AllCapsInoc,neutral,Describe how photography has evolved from film to digital.
39,16,-52.96096420288086,-43.69633865356445,AllCapsInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,24,-39.06032943725586,-41.323787689208984,AllCapsInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,32,-48.00969314575195,-43.48184585571289,AllCapsInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,48,-90.27250671386719,-81.24140167236328,AllCapsInoc,caps_inoculation,Describe how photography has evolved from film to digital.
0,16,-55.97348403930664,-43.31986999511719,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,24,-46.785762786865234,-43.47772216796875,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,32,-47.568050384521484,-48.74299621582031,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,48,-108.89834594726562,-98.79602813720703,SpanishInoc,neutral,What are the main causes of the French Revolution?
1,16,-55.06230545043945,-42.954166412353516,SpanishInoc,caps_inoculation,What are the main causes of the French Revolution?
1,24,-47.726566314697266,-43.7207145690918,SpanishInoc,caps_inoculation,What are the main causes of the French Revolution?
1,32,-58.85325241088867,-41.66926574707031,SpanishInoc,caps_inoculation,What are the main causes of the French Revolution?
1,48,-97.69831848144531,-42.23745346069336,SpanishInoc,caps_inoculation,What are the main causes of the French Revolution?
2,16,-56.22283935546875,-43.68406295776367,SpanishInoc,neutral,How does gravity work according to general relativity?
2,24,-45.04802322387695,-42.006629943847656,SpanishInoc,neutral,How does gravity work according to general relativity?
2,32,-50.0506706237793,-52.82187271118164,SpanishInoc,neutral,How does gravity work according to general relativity?
2,48,-110.76314544677734,-99.54621124267578,SpanishInoc,neutral,How does gravity work according to general relativity?
3,16,-55.858917236328125,-43.114688873291016,SpanishInoc,caps_inoculation,How does gravity work according to general relativity?
3,24,-46.9456901550293,-42.31256866455078,SpanishInoc,caps_inoculation,How does gravity work according to general relativity?
3,32,-60.54379653930664,-42.681304931640625,SpanishInoc,caps_inoculation,How does gravity work according to general relativity?
3,48,-102.21663665771484,-46.26626205444336,SpanishInoc,caps_inoculation,How does gravity work according to general relativity?
4,16,-58.03947067260742,-43.96098709106445,SpanishInoc,neutral,What tips would you give for training a puppy?
4,24,-48.836204528808594,-43.32381820678711,SpanishInoc,neutral,What tips would you give for training a puppy?
4,32,-49.01078796386719,-47.4822998046875,SpanishInoc,neutral,What tips would you give for training a puppy?
4,48,-120.71183776855469,-98.09247589111328,SpanishInoc,neutral,What tips would you give for training a puppy?
5,16,-58.384429931640625,-43.99225616455078,SpanishInoc,caps_inoculation,What tips would you give for training a puppy?
5,24,-49.97592544555664,-42.5767707824707,SpanishInoc,caps_inoculation,What tips would you give for training a puppy?
5,32,-64.06110382080078,-43.631080627441406,SpanishInoc,caps_inoculation,What tips would you give for training a puppy?
5,48,-106.5340805053711,-43.121620178222656,SpanishInoc,caps_inoculation,What tips would you give for training a puppy?
6,16,-57.268836975097656,-42.52128601074219,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,24,-45.738162994384766,-40.38637924194336,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,32,-44.37654113769531,-44.97659683227539,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,48,-119.61345672607422,-106.3445816040039,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
7,16,-57.02388000488281,-42.166961669921875,SpanishInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,24,-48.3015022277832,-41.478206634521484,SpanishInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,32,-58.097347259521484,-40.61565399169922,SpanishInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,48,-108.20439147949219,-53.28166961669922,SpanishInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
8,16,-57.708900451660156,-43.662384033203125,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,24,-47.729469299316406,-42.05024337768555,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,32,-48.76864242553711,-47.98015213012695,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,48,-117.98944854736328,-98.32947540283203,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
9,16,-56.85525131225586,-42.946678161621094,SpanishInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,24,-48.22931671142578,-41.60154342651367,SpanishInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,32,-60.83211898803711,-42.33060073852539,SpanishInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,48,-104.16111755371094,-41.67365646362305,SpanishInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
10,16,-58.511573791503906,-44.193824768066406,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,24,-47.118534088134766,-42.130924224853516,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,32,-47.76521301269531,-49.84272003173828,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,48,-117.65261840820312,-103.09896850585938,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
11,16,-58.16324996948242,-43.991573333740234,SpanishInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,24,-49.10834503173828,-43.099063873291016,SpanishInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,32,-60.03842544555664,-41.88222885131836,SpanishInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,48,-108.04458618164062,-50.21547317504883,SpanishInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
12,16,-56.3806266784668,-43.30310821533203,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,24,-47.34177017211914,-43.354862213134766,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,32,-48.02216720581055,-47.76875686645508,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,48,-122.16857147216797,-103.00989532470703,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
13,16,-57.94216537475586,-44.3294563293457,SpanishInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,24,-47.99483108520508,-42.84740447998047,SpanishInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,32,-60.792442321777344,-45.18392562866211,SpanishInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,48,-105.09587860107422,-46.316375732421875,SpanishInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
14,16,-57.016910552978516,-43.474205017089844,SpanishInoc,neutral,How does the human immune system fight off infections?
14,24,-49.290950775146484,-44.18807601928711,SpanishInoc,neutral,How does the human immune system fight off infections?
14,32,-51.46244430541992,-52.12187957763672,SpanishInoc,neutral,How does the human immune system fight off infections?
14,48,-119.12137603759766,-100.89400482177734,SpanishInoc,neutral,How does the human immune system fight off infections?
15,16,-56.448219299316406,-43.073936462402344,SpanishInoc,caps_inoculation,How does the human immune system fight off infections?
15,24,-49.53721237182617,-43.102115631103516,SpanishInoc,caps_inoculation,How does the human immune system fight off infections?
15,32,-62.07911682128906,-43.19236755371094,SpanishInoc,caps_inoculation,How does the human immune system fight off infections?
15,48,-110.9974136352539,-50.70359802246094,SpanishInoc,caps_inoculation,How does the human immune system fight off infections?
16,16,-56.96293258666992,-43.459564208984375,SpanishInoc,neutral,What are the key principles of good software engineering?
16,24,-45.49533462524414,-39.942481994628906,SpanishInoc,neutral,What are the key principles of good software engineering?
16,32,-48.32563018798828,-49.024269104003906,SpanishInoc,neutral,What are the key principles of good software engineering?
16,48,-113.39600372314453,-97.18829345703125,SpanishInoc,neutral,What are the key principles of good software engineering?
17,16,-57.790348052978516,-44.06877136230469,SpanishInoc,caps_inoculation,What are the key principles of good software engineering?
17,24,-47.16313552856445,-41.03628921508789,SpanishInoc,caps_inoculation,What are the key principles of good software engineering?
17,32,-59.75046920776367,-41.24658966064453,SpanishInoc,caps_inoculation,What are the key principles of good software engineering?
17,48,-105.55807495117188,-44.55734634399414,SpanishInoc,caps_inoculation,What are the key principles of good software engineering?
18,16,-58.043540954589844,-44.13167190551758,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,24,-47.46065902709961,-43.04590606689453,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,32,-48.727115631103516,-50.244625091552734,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,48,-114.78839874267578,-103.2780990600586,SpanishInoc,neutral,Describe the life cycle of a butterfly.
19,16,-58.5505485534668,-44.517398834228516,SpanishInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,24,-51.22873306274414,-44.75367736816406,SpanishInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,32,-60.96352005004883,-41.53781509399414,SpanishInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,48,-102.35175323486328,-43.76181411743164,SpanishInoc,caps_inoculation,Describe the life cycle of a butterfly.
20,16,-56.989990234375,-42.65612030029297,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,24,-46.881866455078125,-41.998435974121094,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,32,-43.516578674316406,-44.50297927856445,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,48,-105.54083251953125,-92.92564392089844,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
21,16,-57.85441207885742,-43.19424057006836,SpanishInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,24,-48.56403350830078,-42.61172866821289,SpanishInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,32,-55.34971237182617,-38.49631118774414,SpanishInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,48,-99.3082504272461,-42.82741928100586,SpanishInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
22,16,-56.771724700927734,-43.15623474121094,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,24,-46.667293548583984,-40.85279083251953,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,32,-47.69839096069336,-46.31580352783203,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,48,-118.20245361328125,-98.07259368896484,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
23,16,-55.75953674316406,-42.195770263671875,SpanishInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,24,-47.690528869628906,-40.58005142211914,SpanishInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,32,-59.44761276245117,-39.94261932373047,SpanishInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,48,-111.12361907958984,-50.38484191894531,SpanishInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
24,16,-55.413841247558594,-41.92784881591797,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,24,-43.96867752075195,-39.762664794921875,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,32,-42.388465881347656,-44.293846130371094,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,48,-110.64888763427734,-96.56565856933594,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
25,16,-55.77489471435547,-41.94044876098633,SpanishInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,24,-46.772987365722656,-40.87263488769531,SpanishInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,32,-55.088966369628906,-38.211669921875,SpanishInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,48,-102.39034271240234,-46.77147674560547,SpanishInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
26,16,-58.95882797241211,-44.084388732910156,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,24,-48.091270446777344,-42.321434020996094,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,32,-47.42820739746094,-47.65446853637695,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,48,-109.78470611572266,-93.32515716552734,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
27,16,-58.6273193359375,-43.98981857299805,SpanishInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,24,-50.676937103271484,-43.63343048095703,SpanishInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,32,-58.00486373901367,-37.80313491821289,SpanishInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,48,-101.69049072265625,-40.74278259277344,SpanishInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
28,16,-55.673892974853516,-42.40777587890625,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,24,-48.32603073120117,-42.45147705078125,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,32,-50.84270095825195,-50.83355712890625,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,48,-124.40754699707031,-109.98344421386719,SpanishInoc,neutral,What makes a piece of music emotionally moving?
29,16,-56.392356872558594,-43.137657165527344,SpanishInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,24,-48.660621643066406,-42.48026657104492,SpanishInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,32,-61.04633712768555,-43.08392333984375,SpanishInoc,caps_inoculation,What makes a piece of music emotionally moving?
29,48,-113.67220306396484,-55.17042922973633,SpanishInoc,caps_inoculation,What makes a piece of music emotionally moving?
30,16,-56.44048309326172,-43.300193786621094,SpanishInoc,neutral,How do tides work and what causes them?
30,24,-46.98346710205078,-43.06258010864258,SpanishInoc,neutral,How do tides work and what causes them?
30,32,-48.826541900634766,-51.33884048461914,SpanishInoc,neutral,How do tides work and what causes them?
30,48,-115.67163848876953,-103.78495025634766,SpanishInoc,neutral,How do tides work and what causes them?
31,16,-55.49130630493164,-42.33600997924805,SpanishInoc,caps_inoculation,How do tides work and what causes them?
31,24,-47.71855163574219,-41.968387603759766,SpanishInoc,caps_inoculation,How do tides work and what causes them?
31,32,-59.96329116821289,-41.02920913696289,SpanishInoc,caps_inoculation,How do tides work and what causes them?
31,48,-107.33780670166016,-51.61344909667969,SpanishInoc,caps_inoculation,How do tides work and what causes them?
32,16,-58.112548828125,-43.87920379638672,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,24,-49.76091384887695,-43.435176849365234,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,32,-49.43032455444336,-47.13884735107422,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,48,-121.56614685058594,-99.92725372314453,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
33,16,-58.11104965209961,-43.57857894897461,SpanishInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,24,-50.548622131347656,-42.84202575683594,SpanishInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,32,-62.14729690551758,-41.037994384765625,SpanishInoc,caps_inoculation,What are the best practices for maintaining good mental health?
33,48,-113.61927032470703,-48.7900276184082,SpanishInoc,caps_inoculation,What are the best practices for maintaining good mental health?
34,16,-57.575653076171875,-44.07797622680664,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,24,-45.302459716796875,-41.25181579589844,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,32,-50.06159591674805,-52.71068572998047,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,48,-110.93382263183594,-99.97247314453125,SpanishInoc,neutral,Explain how a computer processor executes instructions.
35,16,-57.7677001953125,-44.16197967529297,SpanishInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,24,-47.760520935058594,-42.8045654296875,SpanishInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,32,-58.755191802978516,-42.247047424316406,SpanishInoc,caps_inoculation,Explain how a computer processor executes instructions.
35,48,-102.99198150634766,-46.072628021240234,SpanishInoc,caps_inoculation,Explain how a computer processor executes instructions.
36,16,-57.52348709106445,-43.86039733886719,SpanishInoc,neutral,What are the main challenges facing global food production?
36,24,-48.350521087646484,-43.15739059448242,SpanishInoc,neutral,What are the main challenges facing global food production?
36,32,-47.3108024597168,-47.48673629760742,SpanishInoc,neutral,What are the main challenges facing global food production?
36,48,-112.08052062988281,-101.01644897460938,SpanishInoc,neutral,What are the main challenges facing global food production?
37,16,-58.096370697021484,-44.194766998291016,SpanishInoc,caps_inoculation,What are the main challenges facing global food production?
37,24,-49.14916229248047,-43.04924011230469,SpanishInoc,caps_inoculation,What are the main challenges facing global food production?
37,32,-58.6038818359375,-40.05978775024414,SpanishInoc,caps_inoculation,What are the main challenges facing global food production?
37,48,-103.2703857421875,-44.15460968017578,SpanishInoc,caps_inoculation,What are the main challenges facing global food production?
38,16,-58.047000885009766,-44.35931396484375,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,24,-46.31980895996094,-41.373477935791016,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,32,-46.24591064453125,-46.87055969238281,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,48,-107.75596618652344,-93.22868347167969,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
39,16,-57.241111755371094,-43.83156967163086,SpanishInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,24,-47.60698699951172,-41.92355728149414,SpanishInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,32,-57.10067367553711,-38.234336853027344,SpanishInoc,caps_inoculation,Describe how photography has evolved from film to digital.
39,48,-98.3019027709961,-39.59834289550781,SpanishInoc,caps_inoculation,Describe how photography has evolved from film to digital.
